%time,field.header.seq,field.header.stamp,field.header.frame_id,field.latitude,field.longitude,field.altitude,field.utm_easting,field.utm_northing,field.zone,field.letter
1695935938215698452,422,211858000000000,GPS1_Frame,42.33823013305664,-71.0885009765625,37.599998474121094,327950.78125,4689443.0,19,T
1695935939215263051,423,211859000000000,GPS1_Frame,42.33823013305664,-71.0885009765625,37.599998474121094,327950.78125,4689443.0,19,T
1695935940213895785,424,211900000000000,GPS1_Frame,42.33823013305664,-71.0885009765625,37.599998474121094,327950.78125,4689443.0,19,T
1695935941216119774,425,211901000000000,GPS1_Frame,42.33823013305664,-71.0885009765625,37.599998474121094,327950.78125,4689443.0,19,T
1695935942214532210,426,211902000000000,GPS1_Frame,42.33823013305664,-71.0885009765625,37.599998474121094,327950.78125,4689443.0,19,T
1695935943215881587,427,211903000000000,GPS1_Frame,42.33823013305664,-71.0885009765625,37.599998474121094,327950.78125,4689443.0,19,T
1695935944215947658,428,211904000000000,GPS1_Frame,42.33823013305664,-71.0885009765625,37.599998474121094,327950.78125,4689443.0,19,T
1695935945232522040,429,211905000000000,GPS1_Frame,42.33823013305664,-71.0885009765625,37.599998474121094,327950.78125,4689443.0,19,T
1695935946217142264,430,211906000000000,GPS1_Frame,42.33823013305664,-71.0885009765625,37.599998474121094,327950.78125,4689443.0,19,T
1695935947235425136,431,211907000000000,GPS1_Frame,42.33823013305664,-71.0885009765625,37.599998474121094,327950.78125,4689443.0,19,T
1695935948235842668,432,211908000000000,GPS1_Frame,42.33823013305664,-71.0885009765625,37.599998474121094,327950.78125,4689443.0,19,T
1695935949218657994,433,211909000000000,GPS1_Frame,42.33823013305664,-71.0885009765625,37.599998474121094,327950.78125,4689443.0,19,T
1695935950219182626,434,211910000000000,GPS1_Frame,42.33823013305664,-71.0885009765625,37.599998474121094,327950.78125,4689443.0,19,T
1695935951219108453,435,211911000000000,GPS1_Frame,42.33823013305664,-71.0885009765625,37.70000076293945,327950.90625,4689443.0,19,T
1695935952219585155,436,211912000000000,GPS1_Frame,42.338226318359375,-71.0885009765625,37.70000076293945,327950.875,4689442.5,19,T
1695935953236110300,437,211913000000000,GPS1_Frame,42.338226318359375,-71.0885009765625,37.70000076293945,327950.875,4689442.5,19,T
1695935954235252296,438,211914000000000,GPS1_Frame,42.338226318359375,-71.0885009765625,37.599998474121094,327950.625,4689442.5,19,T
1695935955219415244,439,211915000000000,GPS1_Frame,42.338226318359375,-71.0885009765625,37.70000076293945,327950.75,4689442.5,19,T
1695935956237426869,440,211916000000000,GPS1_Frame,42.338226318359375,-71.0885009765625,37.70000076293945,327950.625,4689442.5,19,T
1695935957235207778,441,211917000000000,GPS1_Frame,42.338226318359375,-71.0885009765625,37.70000076293945,327950.625,4689442.5,19,T
1695935958233359107,442,211918000000000,GPS1_Frame,42.338226318359375,-71.0885009765625,37.70000076293945,327950.625,4689442.5,19,T
1695935959234911145,443,211919000000000,GPS1_Frame,42.33822250366211,-71.08849334716797,37.79999923706055,327951.03125,4689442.5,19,T
1695935960233982129,444,211920000000000,GPS1_Frame,42.33821487426758,-71.08849334716797,37.900001525878906,327951.40625,4689441.5,19,T
1695935961233816251,445,211921000000000,GPS1_Frame,42.338218688964844,-71.08849334716797,37.900001525878906,327951.28125,4689442.0,19,T
1695935962234075669,446,211922000000000,GPS1_Frame,42.338218688964844,-71.08849334716797,37.900001525878906,327951.0,4689442.0,19,T
1695935963217317858,447,211923000000000,GPS1_Frame,42.33822250366211,-71.0885009765625,37.79999923706055,327950.875,4689442.0,19,T
1695935964234371399,448,211924000000000,GPS1_Frame,42.338218688964844,-71.08850860595703,37.79999923706055,327950.3125,4689442.0,19,T
1695935965235362579,449,211925000000000,GPS1_Frame,42.338218688964844,-71.0885009765625,37.900001525878906,327950.46875,4689442.0,19,T
1695935966218520517,450,211926000000000,GPS1_Frame,42.338218688964844,-71.08850860595703,37.900001525878906,327949.78125,4689442.0,19,T
1695935967234034274,451,211927000000000,GPS1_Frame,42.338218688964844,-71.0885238647461,37.900001525878906,327948.6875,4689442.0,19,T
1695935968234634493,452,211928000000000,GPS1_Frame,42.338218688964844,-71.08853912353516,37.900001525878906,327947.59375,4689442.0,19,T
1695935969235438301,453,211929000000000,GPS1_Frame,42.338218688964844,-71.08853912353516,37.900001525878906,327947.4375,4689442.0,19,T
1695935970234068062,454,211930000000000,GPS1_Frame,42.33822250366211,-71.08853912353516,37.79999923706055,327947.59375,4689442.0,19,T
1695935971231149698,455,211931000000000,GPS1_Frame,42.33822250366211,-71.08853912353516,37.900001525878906,327947.3125,4689442.0,19,T
1695935972233369543,456,211932000000000,GPS1_Frame,42.33821487426758,-71.08855438232422,37.900001525878906,327946.34375,4689441.5,19,T
1695935973217133407,457,211933000000000,GPS1_Frame,42.33821487426758,-71.08856201171875,37.900001525878906,327945.5,4689441.5,19,T
1695935974234570149,458,211934000000000,GPS1_Frame,42.338218688964844,-71.08856201171875,38.099998474121094,327945.53125,4689442.0,19,T
1695935975234635731,459,211935000000000,GPS1_Frame,42.338218688964844,-71.08856201171875,38.20000076293945,327945.53125,4689442.0,19,T
1695935976218102521,460,211936000000000,GPS1_Frame,42.33822250366211,-71.08856201171875,38.20000076293945,327945.53125,4689442.0,19,T
1695935977217821944,461,211937000000000,GPS1_Frame,42.338226318359375,-71.08856201171875,38.20000076293945,327945.9375,4689442.5,19,T
1695935978216212381,462,211938000000000,GPS1_Frame,42.338226318359375,-71.08853912353516,38.29999923706055,327947.3125,4689442.5,19,T
1695935979217124577,463,211939000000000,GPS1_Frame,42.33823013305664,-71.0885238647461,38.29999923706055,327948.5625,4689443.5,19,T
1695935980217480932,464,211940000000000,GPS1_Frame,42.338233947753906,-71.08851623535156,38.29999923706055,327949.28125,4689443.5,19,T
1695935981216649343,465,211941000000000,GPS1_Frame,42.338233947753906,-71.08851623535156,38.400001525878906,327949.25,4689443.5,19,T
1695935982216972304,466,211942000000000,GPS1_Frame,42.338233947753906,-71.08850860595703,38.400001525878906,327950.375,4689443.5,19,T
1695935983217389710,467,211943000000000,GPS1_Frame,42.33823776245117,-71.08849334716797,38.400001525878906,327951.0625,4689444.0,19,T
1695935984217169642,468,211944000000000,GPS1_Frame,42.33823776245117,-71.08849334716797,38.29999923706055,327951.46875,4689444.0,19,T
1695935985217741974,469,211945000000000,GPS1_Frame,42.33823776245117,-71.08848571777344,38.29999923706055,327951.75,4689444.0,19,T
1695935986217439063,470,211946000000000,GPS1_Frame,42.33823776245117,-71.0884780883789,38.20000076293945,327952.3125,4689444.0,19,T
1695935987217939719,471,211947000000000,GPS1_Frame,42.33823776245117,-71.0884780883789,38.20000076293945,327952.4375,4689444.0,19,T
1695935988218303381,472,211948000000000,GPS1_Frame,42.33824157714844,-71.0884780883789,38.20000076293945,327952.4375,4689444.0,19,T
1695935989217779749,473,211949000000000,GPS1_Frame,42.3382453918457,-71.08846282958984,38.29999923706055,327953.96875,4689444.5,19,T
1695935990217763976,474,211950000000000,GPS1_Frame,42.33824920654297,-71.08843994140625,38.29999923706055,327955.625,4689445.0,19,T
1695935991218046084,475,211951000000000,GPS1_Frame,42.3382453918457,-71.08843231201172,38.29999923706055,327956.3125,4689444.5,19,T
1695935992217226158,476,211952000000000,GPS1_Frame,42.3382453918457,-71.08843231201172,38.29999923706055,327956.5625,4689444.5,19,T
1695935993218335291,477,211953000000000,GPS1_Frame,42.33824157714844,-71.08842468261719,38.29999923706055,327957.125,4689444.0,19,T
1695935994217612041,478,211954000000000,GPS1_Frame,42.33824157714844,-71.08842468261719,38.29999923706055,327957.25,4689444.0,19,T
1695935995218275535,479,211955000000000,GPS1_Frame,42.33824157714844,-71.08841705322266,38.29999923706055,327957.65625,4689444.0,19,T
1695935996235784842,480,211956000000000,GPS1_Frame,42.33824157714844,-71.08841705322266,38.5,327957.40625,4689444.5,19,T
1695935997237314468,481,211957000000000,GPS1_Frame,42.338253021240234,-71.08842468261719,38.70000076293945,327957.0,4689445.5,19,T
1695935998223997632,482,211958000000000,GPS1_Frame,42.33824920654297,-71.08842468261719,38.70000076293945,327956.875,4689445.0,19,T
1695935999241098442,483,211959000000000,GPS1_Frame,42.33824920654297,-71.08842468261719,38.70000076293945,327956.875,4689445.0,19,T
1695936000226264636,484,212000000000000,GPS1_Frame,42.33824920654297,-71.08842468261719,38.70000076293945,327956.875,4689445.0,19,T
1695936001228483877,485,212001000000000,GPS1_Frame,42.33824920654297,-71.08842468261719,38.70000076293945,327957.28125,4689445.0,19,T
1695936002228085396,486,212002000000000,GPS1_Frame,42.33824920654297,-71.08841705322266,38.599998474121094,327957.40625,4689445.0,19,T
1695936003245098845,487,212003000000000,GPS1_Frame,42.338253021240234,-71.08842468261719,38.599998474121094,327957.28125,4689445.5,19,T
1695936004229683622,488,212004000000000,GPS1_Frame,42.338253021240234,-71.08841705322266,38.599998474121094,327957.5625,4689445.5,19,T
1695936005247852089,489,212005000000000,GPS1_Frame,42.338253021240234,-71.08841705322266,38.5,327957.40625,4689445.5,19,T
1695936006232644260,490,212006000000000,GPS1_Frame,42.338253021240234,-71.08842468261719,38.5,327957.15625,4689445.5,19,T
1695936007252297236,491,212007000000000,GPS1_Frame,42.33824920654297,-71.08843231201172,38.400001525878906,327956.3125,4689445.0,19,T
